tag,tag_unique,genus,species,scientific_name,common_name,trail,lat_y,lon_x,alt_z
2016_2125,2125_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4912528,30.5758311,1406.699951
2016_2115,2115_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.491208,30.5753588,1362.400024
2016_2148,2148_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4911973,30.5765688,1358.400024
2016_2117,2117_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4911871,30.5755449,1401.5
2016_2138,2138_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4911847,30.5765046,1343.900024
2016_2136,2136_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4911809,30.5764804,1312.900024
2016_2126,2126_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4911703,30.5758783,1378.5
2016_2147,2147_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4911276,30.577449,1256.800049
2016_2131,2131_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4910926,30.5761641,1432
2016_2134,2134_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4910877,30.5761617,1379.099976
2016_2120,2120_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4910846,30.5755893,1424.199951
2016_2130,2130_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4910786,30.575978,1415.400024
2016_2129,2129_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.491078,30.5760664,1367.199951
2016_2124,2124_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4910342,30.5759502,1398.800049
2016_2139,2139_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4910042,30.5764761,1384.199951
2016_2140,2140_16,antidesma,venosum,antidesma_venosum,kapara,mkutano,-5.4909742,30.5768556,1395
2016_2142,2142_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4909653,30.5766792,1419.199951
2016_2133,2133_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.490927,30.5762292,1420.900024
2016_2143,2143_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4909254,30.5771874,1312.300049
2016_2135,2135_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4908862,30.5760221,1389.800049
2016_2141,2141_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.490828,30.5765814,1430.900024
2016_2149,2149_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4907733,30.5772184,1365.5
2016_430,430_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4906777,30.5775088,1366.199951
2016_432,432_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.490611,30.5775547,1370.900024
2016_5392,5392_16,albizia,glabberima,albizia_glabberima,unknown,junction,-5.4905928,30.5705756,1342.900024
2016_5390,5390_16,albizia,glabberima,albizia_glabberima,unknown,junction,-5.4905891,30.5711672,1384.300049
2016_5385,5385_16,albizia,glabberima,albizia_glabberima,unknown,junction,-5.4905051,30.5706195,1347.400024
2016_434,434_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4905017,30.5778046,1345.099976
2016_435,435_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4904987,30.5773427,1450
2016_2145,2145_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4904897,30.5761657,1598.599976
2016_433,433_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4904609,30.5774482,1408.199951
2016_431,431_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4904301,30.5772955,1420.099976
2016_2150,2150_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4903966,30.5775723,1395.599976
2016_436,436_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4903715,30.5776773,1383.900024
2016_442,442_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4903594,30.5780084,1434
2016_441,441_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4903285,30.5779883,1417
2016_5396,5396_16,albizia,glabberima,albizia_glabberima,unknown,junction,-5.4902764,30.5691455,1264.300049
2016_439,439_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.49023,30.5777973,1414.900024
2016_440,440_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4902262,30.578012,1388.599976
2016_23,23_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4902062,30.5685749,1186
2016_438,438_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4901923,30.5778315,1439.099976
2016_452,452_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4901865,30.5785557,1423
2016_447,447_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4901778,30.578576,1404.300049
2016_450,450_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4901543,30.578635,1419.599976
2016_446,446_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.4901505,30.5784813,1472.900024
2016_457,457_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4901441,30.5789066,1409.900024
2016_449,449_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4901383,30.5785801,1442.5
2016_483,483_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.490126,30.5798551,1436.699951
2016_459,459_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4901164,30.5790906,1420.400024
2016_5393,5393_16,albizia,glabberima,albizia_glabberima,unknown,junction,-5.490114,30.5693639,1369
2016_5386,5386_16,albizia,glabberima,albizia_glabberima,unknown,junction,-5.490111,30.5697262,1337.5
2016_445,445_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4900981,30.5783371,1433.5
2016_453,453_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4900962,30.5785731,1493.5
2016_479,479_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4900818,30.5795459,1497.099976
2016_448,448_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.490081,30.5785901,1476.699951
2016_454,454_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4900457,30.5789249,1424.199951
2016_491,491_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4900203,30.5796837,1476.400024
2016_456,456_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4900064,30.5787025,1436.5
2016_444,444_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4899901,30.5781942,1462.5
2016_492,492_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4899748,30.5797054,1480
2016_461,461_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4899745,30.5791159,1426.900024
2016_467,467_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4899658,30.5794587,1378.900024
2016_460,460_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4899586,30.579177,1439.699951
2016_473,473_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4899368,30.5797272,1439.699951
2016_463,463_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4899286,30.5796039,1436.699951
2016_480,480_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4899177,30.5797189,1475.300049
2016_488,488_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4899031,30.5796323,1436
2016_469,469_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.489902,30.5797364,1429.099976
2016_484,484_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4898728,30.5797577,1464.300049
2016_486,486_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4898603,30.5795275,1507.300049
2016_464,464_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4898573,30.5794875,1433.400024
2016_462,462_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4898542,30.5793848,1483.300049
2016_489,489_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4898353,30.5797958,1384.900024
2016_474,474_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.489831,30.5796291,1436.099976
2016_481,481_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4898238,30.5800392,1397.5
2016_487,487_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4898182,30.5796126,1394.199951
2016_478,478_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4898124,30.5797402,1458.699951
2016_470,470_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4898116,30.5796717,1444.699951
2016_468,468_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4898113,30.5796368,1466
2016_482,482_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4898104,30.5797343,1440.300049
2016_485,485_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4897956,30.5797031,1428.199951
2016_477,477_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4897822,30.5795834,1444.400024
2016_494,494_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4897615,30.5802054,1409.599976
2016_496,496_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4897596,30.5799687,1506.800049
2016_493,493_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4897488,30.5798782,1486.300049
2016_476,476_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4897406,30.5797015,1430.800049
2016_495,495_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4897301,30.5799427,1463.199951
2016_499,499_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4897143,30.5801961,1489.5
2016_490,490_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.4897141,30.5794904,1536.199951
2016_471,471_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4897134,30.5798795,1465.699951
2016_24,24_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4896931,30.5690199,1419.599976
2016_497,497_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4896889,30.5800947,1439.800049
2016_498,498_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.489664,30.5801339,1486.400024
2016_1666,1666_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4896469,30.5804335,1508.300049
2016_1663,1663_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4896195,30.5802598,1412
2016_472,472_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4896164,30.5798811,1442.199951
2016_500,500_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4895436,30.580104,1496.900024
2016_22,22_16,keetia,guenzii,keetia_guenzii,mfulu,jilani,-5.4895383,30.5687111,1368.800049
2016_466,466_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4895031,30.5796454,1308.800049
2016_1664,1664_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4894704,30.5803193,1431.699951
2016_1669,1669_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.489456,30.5809118,1526.300049
2016_21,21_16,keetia,guenzii,keetia_guenzii,mfulu,jilani,-5.489429,30.5687623,1373
2016_1668,1668_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4894272,30.5808489,1446.300049
2016_1672,1672_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4893494,30.5816546,1472.199951
2016_1671,1671_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,mkutano,-5.489199,30.5816646,1430.800049
2016_1674,1674_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.489091,30.5817827,1447.199951
2016_1675,1675_16,garcinia,huillensis,garcinia_huillensis,myeye,mkutano,-5.4889279,30.5818707,1462.800049
2016_17,17_16,lannea,schimperi,lannea_schimperi,mfute,jilani,-5.4888374,30.5672495,1430.099976
2016_16,16_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4886944,30.5670391,1366.800049
2016_5030,5030_16,keetia,ferruginea,keetia_ferruginea,kankula_masigo,jilani,-5.4886914,30.5675849,1321.599976
2016_1694,1694_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4886634,30.5820073,1470.5
2016_18,18_16,lannea,schimperi,lannea_schimperi,mfute,jilani,-5.4886256,30.5672702,1403.400024
2016_20,20_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4886144,30.5678514,1357.099976
2016_1678,1678_16,vitex,mombassae,vitex_mombassae,mtalali,mkutano,-5.4885845,30.5820752,1357.800049
2016_5090,5090_16,lannea,schimperi,lannea_schimperi,mfute,jilani,-5.4885725,30.5676834,1386.900024
2016_1676,1676_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4885365,30.581951,1495.900024
2016_1679,1679_16,vitex,mombassae,vitex_mombassae,mtalali,mkutano,-5.4884594,30.5821437,1442.099976
2016_15,15_16,lannea,schimperi,lannea_schimperi,mfute,jilani,-5.4884212,30.5665533,1408.599976
2016_11,11_16,keetia,guenzii,keetia_guenzii,mfulu,jilani,-5.4883954,30.5660084,1397.300049
2016_1698,1698_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4882803,30.5823219,1475.099976
2016_10,10_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,jilani,-5.4882798,30.5660677,1393.099976
2016_1681,1681_16,vitex,mombassae,vitex_mombassae,mtalali,mkutano,-5.4882671,30.5822336,1460.800049
2016_1680,1680_16,vitex,mombassae,vitex_mombassae,mtalali,mkutano,-5.4882605,30.5820278,1521.099976
2016_1682,1682_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4882215,30.5822895,1429.900024
2016_8,8_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,jilani,-5.4882015,30.5657328,1373.699951
2016_9,9_16,lannea,schimperi,lannea_schimperi,mfute,jilani,-5.4881811,30.5659922,1399.900024
2016_14,14_16,keetia,guenzii,keetia_guenzii,mfulu,jilani,-5.4881452,30.5664883,1505.300049
2016_12,12_16,lannea,schimperi,lannea_schimperi,mfute,jilani,-5.4881064,30.5661599,1411.900024
2016_13,13_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,jilani,-5.4881019,30.5662426,1429
2016_2153,2153_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4880736,30.5824416,1471.800049
2016_1696,1696_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4880604,30.5826828,1322.099976
2016_1684,1684_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4880049,30.5822531,1484.5
2016_1686,1686_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4879805,30.5823681,1472.400024
2016_1692,1692_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.487972,30.5824076,1430.5
2016_1685,1685_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4879576,30.5822951,1414.900024
2016_1691,1691_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4879434,30.5825142,1441.800049
2016_1688,1688_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4879305,30.582675,1508.099976
2016_1687,1687_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4879135,30.582525,1471.199951
2016_2163,2163_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4878512,30.5825524,1453.099976
2016_2164,2164_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4878468,30.5825511,1448.699951
2016_2165,2165_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4878361,30.5825604,1448.400024
2016_1693,1693_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4878345,30.5823975,1490.900024
2016_1697,1697_16,garcinia,unknown,garcinia_unknown,mkubwa,mkutano,-5.4878298,30.5824454,1265.900024
2016_1695,1695_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.487733,30.5825181,1524.5
2016_1689,1689_16,canthium,burthii,canthium_burthii,kampandampanda,mkutano,-5.4875354,30.5824019,1602.699951
2016_1700,1700_16,ziziphus,abyssinica,ziziphus_abyssinica,kagobole,mkutano,-5.487313,30.5829078,1386.800049
2016_6,6_16,lannea,schimperi,lannea_schimperi,mfute,jilani,-5.4871364,30.5651702,1417.699951
2016_5,5_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4871028,30.5647501,1442.199951
2016_2152,2152_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4870473,30.5832945,1411.699951
2016_4,4_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4870389,30.5645139,1451.400024
2016_3,3_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,jilani,-5.4869759,30.5643883,1471.199951
2016_5391,5391_16,albizia,glabberima,albizia_glabberima,unknown,junction,-5.4869559,30.5740055,1283.5
2016_2155,2155_16,anisophyllea,boehmii,anisophyllea_boehmii,mshindwi,mkutano,-5.4868676,30.5839788,1446.599976
2016_2156,2156_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4868592,30.5836984,1358.800049
2016_2,2_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,jilani,-5.4868526,30.5641264,1471.699951
2016_1,1_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,jilani,-5.4867979,30.5641252,1430.800049
2016_101,101_16,lannea,schimperi,lannea_schimperi,mfute,jilani,-5.4867673,30.564149,1440.5
2016_104,104_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4867439,30.5638436,1445.699951
2016_102,102_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4866535,30.5640215,1415.199951
2016_2158,2158_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4865759,30.583993,1422.199951
2016_2160,2160_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4864718,30.5843893,1429.400024
2016_105,105_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,jilani,-5.4864633,30.5636467,1463.099976
2016_107,107_16,keetia,guenzii,keetia_guenzii,mfulu,jilani,-5.4864397,30.5636204,1488.699951
2016_2161,2161_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.486433,30.5842874,1404.099976
2016_2159,2159_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4864226,30.5842615,1435.800049
2016_106,106_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,jilani,-5.4863716,30.5637441,1474.5
2016_2162,2162_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4863288,30.5843245,1421.199951
2016_5669,5669_16,albizia,glabberima,albizia_glabberima,unknown,junction,-5.4862455,30.5736512,1239.5
2016_2166,2166_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4862252,30.5845832,1411.800049
2016_2184,2184_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4861669,30.5861286,1387.800049
2016_2167,2167_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4861405,30.5846773,1411.599976
2016_2186,2186_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4860647,30.5859847,1406.099976
2016_2172,2172_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4860411,30.5849825,1397
2016_2171,2171_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4860224,30.5850331,1409.900024
2016_2170,2170_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.485994,30.5849631,1388.199951
2016_2173,2173_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4859693,30.5850159,1385.400024
2016_2176,2176_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4859638,30.5850792,1408.599976
2016_2169,2169_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.4859555,30.5848566,1428.599976
2016_2185,2185_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4859169,30.5856289,1392.5
2016_2168,2168_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4859137,30.5847796,1401.900024
2016_2177,2177_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4859099,30.5852677,1411.800049
2016_2179,2179_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4858992,30.585285,1373.099976
2016_2191,2191_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4858959,30.5857658,1432.400024
2016_109,109_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4858931,30.5630957,1464.199951
2016_2178,2178_16,terminalia,mollis,terminalia_mollis,mhongolo,mkutano,-5.4858804,30.5853761,1381.800049
2016_2193,2193_16,strychnos,spinosa,strychnos_spinosa,ikome,mkutano,-5.4858726,30.5857797,1453.800049
2016_2190,2190_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4858684,30.5855157,1401.400024
2016_2197,2197_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.485861,30.5856445,1360.800049
2016_2187,2187_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4858585,30.5855675,1373
2016_2183,2183_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4858479,30.5853741,1424.400024
2016_112,112_16,vitex,mombassae,vitex_mombassae,mtalali,jilani,-5.4858045,30.5629277,1459.300049
2016_2195,2195_16,keetia,ferruginea,keetia_ferruginea,kankula_masigo,mkutano,-5.4857898,30.5858486,1439.599976
2016_111,111_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,jilani,-5.485785,30.563145,1463.099976
2016_2180,2180_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4857821,30.5854717,1405.800049
2016_2181,2181_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4857777,30.5854283,1392.199951
2016_2196,2196_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4857732,30.585901,1366.800049
2016_2194,2194_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4857692,30.585985,1386.800049
2016_2189,2189_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4857611,30.5855663,1391
2016_2192,2192_16,ziziphus,abyssinica,ziziphus_abyssinica,kagobole,mkutano,-5.4857444,30.5857726,1398.900024
2016_2210,2210_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.4857427,30.5860352,1420.400024
2016_2188,2188_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4857378,30.585538,1409.699951
2016_2198,2198_16,isoberlinia,angolensis,isoberlinia_angolensis,mlembela,mkutano,-5.4857321,30.5859196,1399
2016_2202,2202_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4857299,30.5861362,1334.800049
2016_2207,2207_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.4857281,30.5863233,1332.400024
2016_5399,5399_16,albizia,glabberima,albizia_glabberima,unknown,junction,-5.485703,30.573684,1289.599976
2016_110,110_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4857018,30.5630778,1461.300049
2016_2201,2201_16,terminalia,mollis,terminalia_mollis,mhongolo,mkutano,-5.4856708,30.5860496,1412.900024
2016_2205,2205_16,strychnos,spinosa,strychnos_spinosa,ikome,mkutano,-5.4855981,30.5861529,1430.699951
2016_2208,2208_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.4855981,30.5867017,1304.099976
2016_114,114_16,lannea,schimperi,lannea_schimperi,mfute,jilani,-5.4855379,30.5629352,1464.699951
2016_113,113_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4854941,30.5629638,1397.800049
2016_2206,2206_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4854471,30.5859201,1396.800049
2016_2209,2209_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4853377,30.5870257,1515.900024
2016_2212,2212_16,keetia,ferruginea,keetia_ferruginea,kankula_masigo,mkutano,-5.4852798,30.5871289,1547.400024
2016_2211,2211_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4852595,30.5870532,1547.900024
2016_118,118_16,vitex,mombassae,vitex_mombassae,mtalali,jilani,-5.4852339,30.5626547,1407
2016_115,115_16,lannea,schimperi,lannea_schimperi,mfute,jilani,-5.4852129,30.5627632,1488.900024
2016_116,116_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4851574,30.5626336,1469.800049
2016_119,119_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,jilani,-5.4851411,30.5626562,1480.400024
2016_117,117_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4851391,30.5626239,1464.400024
2016_121,121_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,jilani,-5.4850357,30.5628814,1447.400024
2016_120,120_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4848706,30.5625196,1486.199951
2016_122,122_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4848263,30.5624709,1488.199951
2016_125,125_16,keetia,guenzii,keetia_guenzii,mfulu,jilani,-5.4844801,30.56192,1441.699951
2016_124,124_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4844051,30.5618943,1504.800049
2016_127,127_16,vitex,mombassae,vitex_mombassae,mtalali,jilani,-5.4842834,30.5613,1439.599976
2016_128,128_16,vitex,mombassae,vitex_mombassae,mtalali,jilani,-5.4842245,30.561319,1418.400024
2016_126,126_16,strychnos,spinosa,strychnos_spinosa,ikome,jilani,-5.4841558,30.56189,1532.599976
2016_123,123_16,keetia,guenzii,keetia_guenzii,mfulu,jilani,-5.4840743,30.5617943,1588.099976
2016_130,130_16,parinari,curatellifolia,parinari_curatellifolia,mbula,jilani,-5.4839646,30.5608311,1446.199951
2016_131,131_16,keetia,guenzii,keetia_guenzii,mfulu,jilani,-5.4837816,30.5605775,1543.699951
2016_5388,5388_16,albizia,glabberima,albizia_glabberima,unknown,junction,-5.483686,30.5743331,1250.900024
2016_1497,1497_16,albizia,glabberima,albizia_glabberima,unknown,mgumu,-5.4834968,30.5850865,1377.900024
